target,slave_instrument,DS,DS_nbs_standards_exploratory,PDS,SBC,no_correction
Moisture,mp5,0.171142803116373,8.804154251660743,0.2301815728703855,0.20038267652151853,1.4392029510048794
Moisture,mp6,0.16341163499999892,7.683412559333792,0.35810252677385557,0.23995793297885762,1.5057376815504802
Oil,mp5,0.12018492960891904,8.310661115177874,0.5985240595387408,0.07870471404354702,0.2884747068702256
Oil,mp6,0.11688324409364151,22.789491385509372,0.8067018059692735,0.07796139489325575,0.18222293409182452
Protein,mp5,0.18738787757547434,7.292915109202637,0.6388371733855941,0.12898371446906504,0.8000861746795175
Protein,mp6,0.16489566620292037,9.016171634465362,0.46198693706450583,0.12192932433374008,0.9344895693652643
Starch,mp5,0.41503814382662635,119.59545171908267,1.494119172579114,0.30973475752423674,1.3712013681780164
Starch,mp6,0.4293903204721371,229.55503750217395,1.7774567179771734,0.3095591835693301,0.5605970396577036
